"id","rented_at","rental_station_id","returned_at","return_station_id","duration_min","distance_m","birth_year","gender","bike_type"
3470,"2025-12-08 08:46:13",1641,"2025-12-08 09:32:16",592,46,9937.31,1967,M,일반자전거
3471,"2025-12-08 09:29:41",3569,"2025-12-08 09:33:18",3900,3,495.4,1999,M,일반자전거
3472,"2025-12-08 09:28:44",3569,"2025-12-08 09:34:15",3900,5,760.0,2004,F,일반자전거
3473,"2025-12-08 08:42:04",585,"2025-12-08 09:37:00",3900,54,2809.89,,,일반자전거
3474,"2025-12-08 09:30:54",3569,"2025-12-08 09:37:15",3865,6,634.25,1978,F,일반자전거
3475,"2025-12-08 09:28:37",5154,"2025-12-08 09:37:21",3569,8,1520.46,,,일반자전거
3476,"2025-12-08 09:35:34",3569,"2025-12-08 09:40:13",505,4,909.76,2000,M,일반자전거
3477,"2025-12-08 09:36:09",505,"2025-12-08 09:41:15",590,5,703.88,1994,F,일반자전거
3478,"2025-12-08 09:37:06",3569,"2025-12-08 09:41:27",3900,4,756.8,1998,,일반자전거
3479,"2025-12-08 09:38:46",3569,"2025-12-08 09:42:29",3900,3,720.68,,,일반자전거
3480,"2025-12-08 09:36:42",3575,"2025-12-08 09:42:46",590,6,580.46,,,일반자전거
3481,"2025-12-08 09:39:21",3569,"2025-12-08 09:43:07",592,3,650.0,,,일반자전거
3482,"2025-12-08 09:38:43",3569,"2025-12-08 09:43:49",3523,5,823.35,1999,,일반자전거
3483,"2025-12-08 09:40:51",3569,"2025-12-08 09:44:01",592,3,548.88,,F,일반자전거
3484,"2025-12-08 09:31:08",3579,"2025-12-08 09:44:33",590,13,1030.93,2001,F,일반자전거
3485,"2025-12-08 09:40:57",3569,"2025-12-08 09:48:06",3900,7,933.14,1999,,일반자전거
3486,"2025-12-08 09:44:27",3569,"2025-12-08 09:50:23",3900,5,750.0,2001,F,일반자전거
3487,"2025-12-08 08:00:14",3860,"2025-12-08 09:51:20",591,111,210.0,,,일반자전거
3488,"2025-12-08 09:48:32",3900,"2025-12-08 09:51:54",3569,3,416.94,2002,M,일반자전거
3489,"2025-12-08 09:40:24",3586,"2025-12-08 09:51:56",590,11,2337.18,1975,,일반자전거
3490,"2025-12-08 09:49:40",3900,"2025-12-08 09:53:03",591,3,470.0,,,일반자전거
3491,"2025-12-08 09:47:29",3890,"2025-12-08 09:53:04",3900,5,714.68,2001,F,일반자전거
3492,"2025-12-08 09:46:33",3890,"2025-12-08 09:53:07",592,6,1110.0,,,일반자전거
3493,"2025-12-08 09:49:20",3890,"2025-12-08 09:54:35",3900,5,788.97,1997,M,일반자전거
3494,"2025-12-08 09:49:22",3507,"2025-12-08 09:55:06",590,5,864.06,1999,M,일반자전거
3495,"2025-12-08 09:51:49",3569,"2025-12-08 09:55:36",3900,3,809.45,,,일반자전거
3496,"2025-12-08 08:31:55",3534,"2025-12-08 09:56:11",3569,84,2686.8,1959,,일반자전거
3497,"2025-12-08 09:47:46",3579,"2025-12-08 09:56:17",3900,8,1495.87,,,일반자전거
3498,"2025-12-08 09:47:55",3571,"2025-12-08 09:56:35",3900,8,1281.96,2003,M,일반자전거
3499,"2025-12-08 09:52:45",3569,"2025-12-08 09:57:07",3900,4,548.33,2002,M,일반자전거
3500,"2025-12-08 09:32:27",574,"2025-12-08 09:57:08",590,24,2940.0,,,새싹자전거
3501,"2025-12-08 09:53:34",3569,"2025-12-08 09:57:39",3900,4,548.33,1999,,일반자전거
3502,"2025-12-08 09:51:17",3523,"2025-12-08 09:57:44",3529,6,1103.53,1984,M,일반자전거
3503,"2025-12-08 09:43:31",542,"2025-12-08 09:58:22",3523,14,1821.86,2002,M,일반자전거
3504,"2025-12-08 09:53:37",3569,"2025-12-08 09:58:56",3900,5,778.41,1997,,일반자전거
3505,"2025-12-08 09:58:00",3569,"2025-12-08 10:01:49",592,3,416.94,,,일반자전거
3506,"2025-12-08 09:57:11",505,"2025-12-08 10:02:03",591,4,882.35,2002,,일반자전거
3507,"2025-12-08 10:04:21",590,"2025-12-08 10:07:30",592,3,375.09,2001,M,일반자전거
3508,"2025-12-08 09:36:14",592,"2025-12-08 10:10:24",3501,34,543.28,,M,일반자전거
3509,"2025-12-08 10:06:12",3900,"2025-12-08 10:11:31",500,5,736.27,2002,F,일반자전거
3510,"2025-12-08 09:00:01",591,"2025-12-08 10:11:53",592,71,440.84,2003,M,일반자전거
3511,"2025-12-08 08:13:05",3882,"2025-12-08 10:11:59",3523,118,3300.0,1981,M,일반자전거
3512,"2025-12-08 10:06:30",3569,"2025-12-08 10:12:01",3900,5,620.68,,,일반자전거
3513,"2025-12-08 10:05:09",592,"2025-12-08 10:12:43",3588,7,1390.0,,,일반자전거
3514,"2025-12-08 10:10:33",592,"2025-12-08 10:13:50",3569,3,548.32,2000,M,일반자전거
3515,"2025-12-08 09:00:43",3860,"2025-12-08 10:14:43",592,74,1390.0,2004,F,새싹자전거
3516,"2025-12-08 10:05:18",3569,"2025-12-08 10:15:00",3543,9,1489.2,,,일반자전거
3517,"2025-12-08 10:01:02",3569,"2025-12-08 10:15:20",3900,14,620.68,1998,M,일반자전거
3518,"2025-12-08 10:08:50",3566,"2025-12-08 10:15:29",592,6,1049.81,,,일반자전거
3519,"2025-12-08 10:13:24",590,"2025-12-08 10:16:28",592,3,327.4,2002,M,일반자전거
3520,"2025-12-08 10:11:53",584,"2025-12-08 10:16:43",592,4,779.84,2004,F,일반자전거
3521,"2025-12-08 10:14:14",500,"2025-12-08 10:17:01",591,2,630.21,,F,일반자전거
3522,"2025-12-08 10:11:51",590,"2025-12-08 10:17:33",592,5,496.0,,,일반자전거
3523,"2025-12-08 10:11:04",3573,"2025-12-08 10:18:29",592,7,1205.36,1999,F,일반자전거
3524,"2025-12-08 10:13:48",3573,"2025-12-08 10:18:45",3860,4,749.06,,,일반자전거
3525,"2025-12-08 10:15:34",505,"2025-12-08 10:20:05",592,4,1013.08,2002,M,일반자전거
3526,"2025-12-08 10:16:50",3569,"2025-12-08 10:20:16",592,3,527.17,2002,M,일반자전거
3527,"2025-12-08 10:15:37",3566,"2025-12-08 10:20:33",3569,4,779.87,1993,,일반자전거
3528,"2025-12-08 10:17:46",3569,"2025-12-08 10:20:41",592,2,364.3,2002,M,일반자전거
3529,"2025-12-08 10:17:57",3569,"2025-12-08 10:21:25",592,3,527.17,2002,M,일반자전거
3530,"2025-12-08 10:11:47",3570,"2025-12-08 10:22:36",592,10,1162.61,2002,F,일반자전거
3531,"2025-12-08 10:15:52",3569,"2025-12-08 10:22:43",514,6,880.2,,,일반자전거
3532,"2025-12-08 10:17:38",3523,"2025-12-08 10:22:53",3569,5,867.99,2001,F,일반자전거
3533,"2025-12-08 10:16:28",3575,"2025-12-08 10:23:19",3569,6,936.27,1966,F,일반자전거
3534,"2025-12-08 10:12:30",3509,"2025-12-08 10:23:35",592,11,1665.61,,,일반자전거
3535,"2025-12-08 10:20:06",3569,"2025-12-08 10:23:43",3900,3,730.39,2005,F,일반자전거
3536,"2025-12-08 10:22:33",3860,"2025-12-08 10:24:36",592,2,475.49,2003,F,일반자전거
3537,"2025-12-08 10:20:09",505,"2025-12-08 10:25:53",3523,5,554.62,2002,M,일반자전거
3538,"2025-12-08 10:25:30",592,"2025-12-08 10:26:21",591,0,141.91,2001,F,일반자전거
3539,"2025-12-08 10:21:56",3900,"2025-12-08 10:26:42",3569,4,768.24,,,일반자전거
3540,"2025-12-08 10:26:25",591,"2025-12-08 10:27:13",592,0,140.0,2000,M,일반자전거
3541,"2025-12-08 10:23:38",3569,"2025-12-08 10:28:03",3523,4,786.41,1901,,일반자전거
3542,"2025-12-08 10:22:20",3569,"2025-12-08 10:28:07",3900,5,792.65,1972,,일반자전거
3543,"2025-12-08 10:25:21",3569,"2025-12-08 10:28:21",592,3,548.32,2003,M,일반자전거
3544,"2025-12-08 10:21:34",3890,"2025-12-08 10:28:31",3569,6,1100.6,1976,,일반자전거
3545,"2025-12-08 10:17:18",3586,"2025-12-08 10:29:01",592,11,2088.9,2005,M,일반자전거
3546,"2025-12-08 10:21:10",3853,"2025-12-08 10:29:05",3900,7,852.85,,,일반자전거
3547,"2025-12-08 10:07:24",3569,"2025-12-08 10:29:06",3900,21,880.21,,,일반자전거
3548,"2025-12-08 10:22:04",3505,"2025-12-08 10:29:38",3900,7,1405.14,,,일반자전거
3549,"2025-12-08 08:44:36",3569,"2025-12-08 10:30:04",3501,105,3028.1,,F,일반자전거
3550,"2025-12-08 10:27:22",500,"2025-12-08 10:30:48",592,3,506.2,,,일반자전거
3551,"2025-12-08 10:23:00",590,"2025-12-08 10:32:44",3501,9,141.91,,,일반자전거
3552,"2025-12-08 10:32:18",3853,"2025-12-08 10:34:37",592,2,810.0,2000,M,새싹자전거
3553,"2025-12-08 10:32:04",592,"2025-12-08 10:38:26",3864,6,898.75,,,일반자전거
3554,"2025-12-08 10:26:39",551,"2025-12-08 10:38:52",3523,12,1454.47,,,일반자전거
3555,"2025-12-08 10:32:38",3571,"2025-12-08 10:41:47",3900,9,1673.34,2000,M,일반자전거
3556,"2025-12-08 10:32:38",3571,"2025-12-08 10:41:48",3900,9,1660.63,1999,M,일반자전거
3557,"2025-12-08 10:36:08",588,"2025-12-08 10:44:09",590,8,1019.11,2000,,일반자전거
3558,"2025-12-08 10:39:08",591,"2025-12-08 10:47:22",3900,8,682.54,2005,M,일반자전거
3559,"2025-12-08 10:43:11",3900,"2025-12-08 10:47:28",3569,4,557.48,2002,M,일반자전거
3560,"2025-12-08 10:42:28",3569,"2025-12-08 10:48:02",3900,5,760.0,2002,M,일반자전거
3561,"2025-12-08 10:51:22",3569,"2025-12-08 10:55:52",592,4,535.87,,,일반자전거
3562,"2025-12-08 10:32:45",4382,"2025-12-08 10:57:58",3900,25,1322.87,1997,,일반자전거
3563,"2025-12-08 10:57:00",591,"2025-12-08 10:58:25",3523,1,542.81,2002,M,일반자전거
3564,"2025-12-08 10:50:24",3523,"2025-12-08 10:58:46",573,8,751.44,2001,M,일반자전거
3565,"2025-12-08 09:49:27",3900,"2025-12-08 11:01:01",3900,71,1491.09,1970,M,일반자전거
3566,"2025-12-08 10:56:01",590,"2025-12-08 11:01:07",3523,5,352.67,,,일반자전거
3567,"2025-12-08 10:55:46",591,"2025-12-08 11:01:20",3900,5,496.0,,,일반자전거
3568,"2025-12-08 10:40:35",592,"2025-12-08 11:01:24",3571,20,1111.88,,,일반자전거
3569,"2025-12-08 10:52:37",563,"2025-12-08 11:01:28",592,8,1662.88,2002,M,일반자전거
3570,"2025-12-08 10:55:20",549,"2025-12-08 11:03:13",3900,7,1577.91,1998,,일반자전거
3571,"2025-12-08 11:01:02",590,"2025-12-08 11:04:04",3900,3,658.92,1998,M,일반자전거
3572,"2025-12-08 10:54:01",3518,"2025-12-08 11:05:15",592,11,1750.0,2003,F,일반자전거
3573,"2025-12-08 11:07:35",590,"2025-12-08 11:09:53",592,2,286.93,2005,M,일반자전거
3574,"2025-12-08 11:11:36",590,"2025-12-08 11:13:51",592,2,0.0,2002,M,일반자전거
3575,"2025-12-08 11:16:42",590,"2025-12-08 11:19:52",592,3,345.57,,,일반자전거
3576,"2025-12-08 11:11:08",3549,"2025-12-08 11:20:56",3860,9,1180.0,1995,M,일반자전거
3577,"2025-12-08 11:11:17",3518,"2025-12-08 11:21:16",592,9,1835.87,2002,M,일반자전거
3578,"2025-12-08 11:28:42",3569,"2025-12-08 11:30:51",3569,2,0.0,1997,,일반자전거
3579,"2025-12-08 11:20:37",592,"2025-12-08 11:31:09",3881,10,1329.67,,,일반자전거
3580,"2025-12-08 11:22:04",549,"2025-12-08 11:32:10",592,10,2250.0,,,새싹자전거
3581,"2025-12-08 11:30:05",3569,"2025-12-08 11:33:11",592,3,780.0,1996,,새싹자전거
3582,"2025-12-08 11:32:50",592,"2025-12-08 11:34:25",590,1,0.0,,,일반자전거
3583,"2025-12-08 11:27:55",3860,"2025-12-08 11:35:10",501,7,1230.0,2001,M,일반자전거
3584,"2025-12-08 10:07:11",3569,"2025-12-08 11:36:35",591,89,1867.67,2004,M,일반자전거
3585,"2025-12-08 11:25:19",590,"2025-12-08 11:36:55",508,11,1520.0,1976,F,일반자전거
3586,"2025-12-08 10:29:31",3569,"2025-12-08 11:39:33",3523,70,812.83,2002,,일반자전거
3587,"2025-12-08 11:33:52",590,"2025-12-08 11:41:07",592,7,327.4,2003,F,일반자전거
3588,"2025-12-08 10:20:23",574,"2025-12-08 11:42:57",592,82,2610.0,2003,F,새싹자전거
3589,"2025-12-08 11:37:16",3534,"2025-12-08 11:43:23",592,6,740.89,2004,F,일반자전거
3590,"2025-12-08 11:41:48",3533,"2025-12-08 11:45:34",592,3,642.21,,,일반자전거
3591,"2025-12-08 11:21:28",3900,"2025-12-08 11:45:40",3571,24,1281.96,1998,F,일반자전거
3592,"2025-12-08 11:45:56",590,"2025-12-08 11:48:32",592,2,141.91,1972,M,일반자전거
3593,"2025-12-08 11:47:06",590,"2025-12-08 11:50:22",592,3,327.4,2003,M,일반자전거
3594,"2025-12-08 11:11:16",3501,"2025-12-08 11:51:43",3860,40,2385.63,,,일반자전거
3595,"2025-12-08 11:49:32",500,"2025-12-08 11:52:43",592,3,743.75,2003,,일반자전거
3596,"2025-12-08 10:29:15",3873,"2025-12-08 11:53:32",592,84,1768.44,2000,M,일반자전거
3597,"2025-12-08 11:27:03",590,"2025-12-08 11:53:32",591,26,1039.23,,,일반자전거
3598,"2025-12-08 09:57:04",3569,"2025-12-08 11:54:22",3894,117,2841.57,1959,,일반자전거
3599,"2025-12-08 11:50:52",505,"2025-12-08 11:55:09",3900,4,862.09,2002,M,일반자전거
3600,"2025-12-08 11:51:52",3865,"2025-12-08 11:56:40",590,4,691.7,2002,F,일반자전거
3601,"2025-12-08 11:55:28",592,"2025-12-08 11:57:56",592,2,453.43,,,일반자전거
3602,"2025-12-08 11:47:21",4386,"2025-12-08 11:58:12",592,10,1247.64,2003,F,일반자전거
3603,"2025-12-08 11:54:56",592,"2025-12-08 11:58:18",3569,3,591.9,1998,M,일반자전거
3604,"2025-12-08 11:38:18",591,"2025-12-08 12:00:35",500,22,483.58,,F,일반자전거
3605,"2025-12-08 10:44:30",3569,"2025-12-08 12:01:21",592,76,1360.0,1999,M,새싹자전거
3606,"2025-12-08 11:59:38",3504,"2025-12-08 12:03:11",3569,3,438.55,,M,일반자전거
3607,"2025-12-08 11:58:24",3582,"2025-12-08 12:04:21",590,5,852.81,,M,일반자전거
3608,"2025-12-08 11:27:57",590,"2025-12-08 12:05:39",573,37,1678.22,1999,M,일반자전거
3609,"2025-12-08 12:03:25",592,"2025-12-08 12:06:49",3569,3,636.49,2002,M,일반자전거
3610,"2025-12-08 12:04:18",590,"2025-12-08 12:09:28",505,5,681.46,,,일반자전거
3611,"2025-12-08 11:33:55",3504,"2025-12-08 12:09:29",591,35,1029.91,,,일반자전거
3612,"2025-12-08 12:07:02",3504,"2025-12-08 12:10:53",3569,3,429.45,,F,일반자전거
3613,"2025-12-08 12:06:41",590,"2025-12-08 12:13:39",3579,6,1030.93,2001,F,일반자전거
3614,"2025-12-08 12:13:38",3569,"2025-12-08 12:16:28",592,2,680.07,2000,,일반자전거
3615,"2025-12-08 12:13:21",501,"2025-12-08 12:21:09",592,7,775.01,1998,M,일반자전거
3616,"2025-12-08 12:22:19",592,"2025-12-08 12:26:58",500,4,653.24,,,일반자전거
3617,"2025-12-08 12:18:08",3571,"2025-12-08 12:27:14",590,9,858.63,2000,,일반자전거
3618,"2025-12-08 12:13:11",592,"2025-12-08 12:28:58",3899,15,2149.1,2003,F,일반자전거
3619,"2025-12-08 12:26:32",592,"2025-12-08 12:29:29",3569,2,428.84,,,일반자전거
3620,"2025-12-08 10:29:44",3569,"2025-12-08 12:29:39",592,119,1308.81,,F,일반자전거
3621,"2025-12-08 12:24:10",592,"2025-12-08 12:33:16",3534,9,812.83,,,일반자전거
3622,"2025-12-08 12:32:45",3569,"2025-12-08 12:36:02",592,3,381.14,1998,M,일반자전거
3623,"2025-12-08 12:27:10",3573,"2025-12-08 12:36:08",3569,8,1515.13,,,일반자전거
3624,"2025-12-08 12:32:44",3890,"2025-12-08 12:39:14",3900,6,703.1,,,일반자전거
3625,"2025-12-08 12:50:15",591,"2025-12-08 12:52:52",3569,2,509.92,1993,,일반자전거
3626,"2025-12-08 12:51:54",3569,"2025-12-08 12:54:44",592,2,580.46,2001,,일반자전거
3627,"2025-12-08 12:11:42",592,"2025-12-08 12:55:29",592,43,1805.36,,M,일반자전거
3628,"2025-12-08 12:53:48",592,"2025-12-08 12:56:23",3523,2,88.17,2003,F,일반자전거
3629,"2025-12-08 11:57:11",590,"2025-12-08 12:57:16",501,60,756.8,2003,F,일반자전거
3630,"2025-12-08 12:50:48",3579,"2025-12-08 12:57:29",590,6,1030.93,2001,F,일반자전거
3631,"2025-12-08 11:52:40",592,"2025-12-08 12:57:48",571,65,957.0,1993,,일반자전거
3632,"2025-12-08 11:57:09",590,"2025-12-08 13:00:13",3569,63,1538.96,2001,F,일반자전거
3633,"2025-12-08 12:58:09",3900,"2025-12-08 13:01:42",3569,3,582.76,2002,M,일반자전거
3634,"2025-12-08 12:58:28",3569,"2025-12-08 13:02:39",3900,4,756.8,2001,,일반자전거
3635,"2025-12-08 12:36:11",3533,"2025-12-08 13:02:39",590,26,2269.24,1995,M,일반자전거
3636,"2025-12-08 12:58:59",571,"2025-12-08 13:05:34",592,6,957.0,1993,,일반자전거
3637,"2025-12-08 13:03:43",3569,"2025-12-08 13:06:22",3504,2,472.99,1990,F,일반자전거
3638,"2025-12-08 11:16:21",3864,"2025-12-08 13:07:56",592,111,2626.09,1999,,일반자전거
3639,"2025-12-08 12:58:17",3569,"2025-12-08 13:10:24",3509,12,1839.8,,,일반자전거
3640,"2025-12-08 13:07:39",3569,"2025-12-08 13:10:46",592,3,575.65,2002,M,일반자전거
3641,"2025-12-08 13:10:54",3569,"2025-12-08 13:14:04",592,3,580.46,2005,F,일반자전거
3642,"2025-12-08 13:12:27",3501,"2025-12-08 13:15:51",3523,3,350.99,,,일반자전거
3643,"2025-12-08 13:15:16",590,"2025-12-08 13:17:54",592,2,0.0,2001,M,일반자전거
3644,"2025-12-08 13:13:26",500,"2025-12-08 13:18:17",3900,4,921.76,2000,M,일반자전거
3645,"2025-12-08 13:15:50",3569,"2025-12-08 13:19:49",3534,3,176.34,2007,M,일반자전거
3646,"2025-12-08 13:13:55",3900,"2025-12-08 13:20:59",591,7,575.06,2003,F,일반자전거
3647,"2025-12-08 13:14:50",3586,"2025-12-08 13:22:49",3860,7,1723.45,2001,M,일반자전거
3648,"2025-12-08 13:21:07",3569,"2025-12-08 13:24:28",592,3,780.0,2001,M,새싹자전거
3649,"2025-12-08 13:19:33",3573,"2025-12-08 13:25:32",592,5,1051.77,1999,F,일반자전거
3650,"2025-12-08 13:19:14",3864,"2025-12-08 13:26:37",3860,7,760.47,2004,F,일반자전거
3651,"2025-12-08 11:52:24",3860,"2025-12-08 13:26:43",3501,94,1724.67,,,일반자전거
3652,"2025-12-08 13:24:37",590,"2025-12-08 13:27:10",592,2,425.72,2000,,일반자전거
3653,"2025-12-08 11:35:00",592,"2025-12-08 13:28:26",592,113,1154.87,2002,M,일반자전거
3654,"2025-12-08 13:19:51",3534,"2025-12-08 13:29:36",592,9,889.59,,,일반자전거
3655,"2025-12-08 13:29:26",590,"2025-12-08 13:31:51",591,2,0.0,2004,M,일반자전거
3656,"2025-12-08 13:28:57",3505,"2025-12-08 13:34:02",3569,5,506.21,1998,,일반자전거
3657,"2025-12-08 12:58:55",3890,"2025-12-08 13:34:07",590,35,1335.61,2000,,일반자전거
3658,"2025-12-08 13:33:14",3900,"2025-12-08 13:38:54",3581,5,837.31,2002,M,일반자전거
3659,"2025-12-08 13:24:25",591,"2025-12-08 13:40:10",588,15,2255.44,2003,M,일반자전거
3660,"2025-12-08 12:42:51",3571,"2025-12-08 13:43:10",592,60,1154.1,,,일반자전거
3661,"2025-12-08 13:29:53",591,"2025-12-08 13:47:40",508,17,2256.49,2003,M,일반자전거
3662,"2025-12-08 13:39:25",546,"2025-12-08 13:47:58",3569,8,1593.55,1996,F,일반자전거
3663,"2025-12-08 13:43:18",592,"2025-12-08 13:49:37",3533,6,722.37,,,일반자전거
3664,"2025-12-08 13:40:26",590,"2025-12-08 13:49:56",3571,9,792.21,2000,,일반자전거
3665,"2025-12-08 13:15:43",1470,"2025-12-08 13:50:59",3860,35,1624.12,1997,F,일반자전거
3666,"2025-12-08 13:48:18",592,"2025-12-08 13:51:20",3569,3,88.17,,,일반자전거
3667,"2025-12-08 11:58:27",3523,"2025-12-08 13:51:25",3882,112,2886.42,1981,M,일반자전거
3668,"2025-12-08 13:48:27",3523,"2025-12-08 13:52:36",3569,4,767.32,2000,M,일반자전거
3669,"2025-12-08 13:46:20",3581,"2025-12-08 13:55:14",3569,8,998.54,,,일반자전거
3670,"2025-12-08 13:56:41",500,"2025-12-08 13:59:53",592,3,632.56,2004,F,일반자전거
3671,"2025-12-08 13:57:37",3864,"2025-12-08 14:01:03",3860,3,639.57,2000,M,일반자전거
3672,"2025-12-08 13:04:07",3573,"2025-12-08 14:02:07",592,58,2388.63,,,일반자전거
3673,"2025-12-08 13:55:43",3570,"2025-12-08 14:03:09",3569,7,1541.47,1980,M,일반자전거
3674,"2025-12-08 13:55:14",3900,"2025-12-08 14:09:59",587,14,2475.44,1992,F,일반자전거
3675,"2025-12-08 13:56:15",3900,"2025-12-08 14:10:46",508,14,2044.88,,,일반자전거
3676,"2025-12-08 13:30:41",5775,"2025-12-08 14:11:08",590,40,7073.89,1997,,일반자전거
3677,"2025-12-08 14:08:26",590,"2025-12-08 14:11:43",3504,3,410.0,,M,일반자전거
3678,"2025-12-08 14:11:29",592,"2025-12-08 14:15:30",3569,4,492.28,,F,일반자전거
3679,"2025-12-08 13:26:29",591,"2025-12-08 14:17:22",590,50,1828.09,1991,M,일반자전거
3680,"2025-12-08 14:08:51",549,"2025-12-08 14:20:51",3860,12,1560.79,1980,F,일반자전거
3681,"2025-12-08 14:14:59",590,"2025-12-08 14:21:40",3579,6,1030.93,,M,일반자전거
3682,"2025-12-08 14:22:44",590,"2025-12-08 14:25:09",591,2,614.33,2002,M,일반자전거
3683,"2025-12-08 14:26:38",500,"2025-12-08 14:30:43",592,4,686.3,2003,M,일반자전거
3684,"2025-12-08 14:20:55",3569,"2025-12-08 14:32:29",3518,11,2157.17,,,일반자전거
3685,"2025-12-08 14:22:38",3570,"2025-12-08 14:32:57",3569,10,1386.84,2002,F,일반자전거
3686,"2025-12-08 14:28:40",591,"2025-12-08 14:34:04",590,5,425.72,2002,M,일반자전거
3687,"2025-12-08 13:49:19",516,"2025-12-08 14:34:55",3569,45,2620.0,1976,,일반자전거
3688,"2025-12-08 14:30:05",3569,"2025-12-08 14:35:25",3900,5,800.38,,,일반자전거
3689,"2025-12-08 14:33:30",3569,"2025-12-08 14:36:08",591,2,697.71,2000,M,일반자전거
3690,"2025-12-08 14:31:13",3569,"2025-12-08 14:36:11",592,4,548.33,1918,,일반자전거
3691,"2025-12-08 14:30:46",3569,"2025-12-08 14:36:14",592,5,625.09,,F,일반자전거
3692,"2025-12-08 14:19:15",3865,"2025-12-08 14:38:08",3860,18,2267.41,1998,M,일반자전거
3693,"2025-12-08 14:34:22",591,"2025-12-08 14:40:50",571,6,975.5,2003,F,일반자전거
3694,"2025-12-08 14:38:14",591,"2025-12-08 14:40:52",3569,2,327.4,,,일반자전거
3695,"2025-12-08 14:26:58",3569,"2025-12-08 14:42:22",508,15,1575.55,2009,M,일반자전거
3696,"2025-12-08 14:28:57",3569,"2025-12-08 14:42:30",508,13,1538.89,,,일반자전거
3697,"2025-12-08 14:33:15",592,"2025-12-08 14:42:57",560,9,1493.82,2002,F,일반자전거
3698,"2025-12-08 14:42:15",591,"2025-12-08 14:44:15",3523,2,457.95,2004,F,일반자전거
3699,"2025-12-08 14:41:22",590,"2025-12-08 14:44:24",592,3,520.0,2004,F,일반자전거
3700,"2025-12-08 14:41:55",3534,"2025-12-08 14:44:43",3569,2,176.34,1999,M,일반자전거
3701,"2025-12-08 14:38:20",3534,"2025-12-08 14:47:33",3523,9,1150.0,2001,M,일반자전거
3702,"2025-12-08 14:38:10",591,"2025-12-08 14:48:58",591,10,1110.0,1968,M,일반자전거
3703,"2025-12-08 14:39:43",501,"2025-12-08 14:49:32",590,9,866.59,2003,F,일반자전거
3704,"2025-12-08 14:43:44",592,"2025-12-08 14:50:32",3566,6,1153.24,2002,,일반자전거
3705,"2025-12-08 14:42:33",3509,"2025-12-08 14:50:41",3860,8,907.87,,,일반자전거
3706,"2025-12-08 14:04:59",590,"2025-12-08 14:51:55",592,46,1910.0,2004,F,일반자전거
3707,"2025-12-08 14:47:34",592,"2025-12-08 14:52:58",500,5,736.27,,,일반자전거
3708,"2025-12-08 14:52:37",590,"2025-12-08 14:55:02",592,2,0.0,2002,M,일반자전거
3709,"2025-12-08 14:53:54",591,"2025-12-08 14:55:34",592,1,0.0,2000,M,일반자전거
3710,"2025-12-08 14:42:44",3569,"2025-12-08 14:57:50",3865,15,993.11,,,일반자전거
3711,"2025-12-08 14:54:57",500,"2025-12-08 14:58:16",592,3,632.56,,,일반자전거
3712,"2025-12-08 14:58:31",3569,"2025-12-08 14:59:21",590,0,140.0,1998,M,새싹자전거
3713,"2025-12-08 14:45:37",3569,"2025-12-08 15:00:43",577,15,3382.12,1999,M,일반자전거
3714,"2025-12-08 14:55:59",592,"2025-12-08 15:00:57",500,4,765.98,,F,일반자전거
3715,"2025-12-08 14:56:56",3900,"2025-12-08 15:00:57",590,4,533.67,1997,,일반자전거
3716,"2025-12-08 14:54:54",592,"2025-12-08 15:01:06",3534,6,759.9,,,일반자전거
3717,"2025-12-08 14:59:44",590,"2025-12-08 15:01:42",592,1,0.0,2002,M,일반자전거
3718,"2025-12-08 14:59:41",591,"2025-12-08 15:01:49",3523,2,0.0,2005,F,일반자전거
3719,"2025-12-08 14:57:43",591,"2025-12-08 15:02:05",3523,4,463.26,2005,F,일반자전거
3720,"2025-12-08 12:58:35",3504,"2025-12-08 15:02:39",592,124,780.0,,,일반자전거
3721,"2025-12-08 14:55:23",500,"2025-12-08 15:03:27",3523,8,785.09,2001,F,일반자전거
3722,"2025-12-08 14:57:32",3523,"2025-12-08 15:03:30",3523,5,700.0,,,일반자전거
3723,"2025-12-08 14:57:30",592,"2025-12-08 15:07:00",592,9,1164.76,2001,M,일반자전거
3724,"2025-12-08 14:56:24",3570,"2025-12-08 15:07:05",3569,10,1881.04,,,일반자전거
3725,"2025-12-08 15:05:24",590,"2025-12-08 15:08:21",3566,2,523.05,1995,,일반자전거
3726,"2025-12-08 15:06:26",592,"2025-12-08 15:10:40",3569,4,527.17,2001,M,일반자전거
3727,"2025-12-08 15:06:08",3575,"2025-12-08 15:10:44",590,4,918.14,2002,M,일반자전거
3728,"2025-12-08 14:56:02",3571,"2025-12-08 15:12:27",592,16,1660.85,1999,,일반자전거
3729,"2025-12-08 15:03:18",3575,"2025-12-08 15:12:51",3569,9,945.98,1997,M,일반자전거
3730,"2025-12-08 14:36:26",3569,"2025-12-08 15:14:57",516,38,3690.0,1976,,일반자전거
3731,"2025-12-08 15:12:58",3900,"2025-12-08 15:16:23",3569,3,610.09,1998,M,일반자전거
3732,"2025-12-08 14:52:39",3900,"2025-12-08 15:20:43",500,28,910.0,2000,M,일반자전거
3733,"2025-12-08 14:51:42",3523,"2025-12-08 15:20:52",590,29,947.04,1999,M,일반자전거
3734,"2025-12-08 15:17:37",3860,"2025-12-08 15:22:07",3543,4,637.94,,,일반자전거
3735,"2025-12-08 14:51:53",592,"2025-12-08 15:24:21",3571,32,1580.0,2003,M,일반자전거
